2017-05-23 00:52:15,459 INFO  [main] input.TestFileInputFormat (TestFileInputFormat.java:<init>(71)) - Running with numThreads: 5
2017-05-23 00:52:15,459 INFO  [main] input.TestFileInputFormat (TestFileInputFormat.java:setup(82)) - Using Test Dir: /Users/lixiuliang/IdeaProjects/hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/target/test-dir/TestFIF
2017-05-23 00:52:15,550 INFO  [main] input.FileInputFormat (FileInputFormat.java:listStatus(289)) - Total input files to process : 4
2017-05-23 00:52:15,552 INFO  [main] input.TestFileInputFormat (TestFileInputFormat.java:<init>(71)) - Running with numThreads: 5
2017-05-23 00:52:15,552 INFO  [main] input.TestFileInputFormat (TestFileInputFormat.java:setup(82)) - Using Test Dir: /Users/lixiuliang/IdeaProjects/hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/target/test-dir/TestFIF
2017-05-23 00:52:15,607 INFO  [main] input.TestFileInputFormat (TestFileInputFormat.java:<init>(71)) - Running with numThreads: 5
2017-05-23 00:52:15,608 INFO  [main] input.TestFileInputFormat (TestFileInputFormat.java:setup(82)) - Using Test Dir: /Users/lixiuliang/IdeaProjects/hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/target/test-dir/TestFIF
2017-05-23 00:52:15,623 INFO  [main] input.FileInputFormat (FileInputFormat.java:listStatus(289)) - Total input files to process : 2
2017-05-23 00:52:15,624 INFO  [main] input.TestFileInputFormat (TestFileInputFormat.java:<init>(71)) - Running with numThreads: 5
2017-05-23 00:52:15,624 INFO  [main] input.TestFileInputFormat (TestFileInputFormat.java:setup(82)) - Using Test Dir: /Users/lixiuliang/IdeaProjects/hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/target/test-dir/TestFIF
2017-05-23 00:52:15,641 INFO  [main] input.FileInputFormat (FileInputFormat.java:listStatus(289)) - Total input files to process : 2
2017-05-23 00:52:15,643 INFO  [main] input.TestFileInputFormat (TestFileInputFormat.java:<init>(71)) - Running with numThreads: 5
2017-05-23 00:52:15,643 INFO  [main] input.TestFileInputFormat (TestFileInputFormat.java:setup(82)) - Using Test Dir: /Users/lixiuliang/IdeaProjects/hadoop/hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-core/target/test-dir/TestFIF
2017-05-23 00:52:15,754 INFO  [main] input.FileInputFormat (FileInputFormat.java:listStatus(289)) - Total input files to process : 5
